IdAgente,IdeCnjUndCnm,CodigoMunicipio,DatInicioInterrupcao,QtdInterProgramada,QtdInterNaoProgramada,Faixa
5160.0,12671.0,5300108.0,2023-12-02,2.0,0.0,20:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,2.0,0.0,21:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,2.0,0.0,21:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,3.0,0.0,22:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-02,2.0,0.0,22:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,07:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,155.0,0.0,07:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,154.0,0.0,08:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,154.0,0.0,08:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,155.0,0.0,09:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,156.0,0.0,09:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,156.0,0.0,10:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,155.0,0.0,10:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,154.0,0.0,11:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,69.0,0.0,12:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,69.0,0.0,12:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,70.0,0.0,13:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,70.0,0.0,13:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,69.0,0.0,14:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,14:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,15:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,15:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,17:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,18:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,18:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,19:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,19:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,20:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-03,1.0,0.0,20:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,19.0,0.0,07:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,28.0,0.0,07:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,9.0,0.0,08:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,9.0,0.0,08:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,9.0,0.0,09:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,12.0,0.0,09:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,7.0,0.0,10:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,45.0,0.0,10:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,46.0,0.0,11:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,44.0,0.0,11:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,43.0,0.0,12:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,42.0,0.0,12:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,41.0,0.0,13:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,41.0,0.0,13:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,42.0,0.0,14:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,42.0,0.0,14:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,44.0,0.0,15:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,7.0,0.0,15:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,88.0,0.0,16:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,88.0,0.0,16:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,4.0,0.0,17:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,3.0,0.0,17:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,6.0,0.0,18:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,6.0,0.0,18:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,6.0,0.0,19:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,4.0,0.0,19:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,1.0,0.0,20:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,3.0,0.0,20:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,2.0,0.0,21:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,2.0,0.0,21:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,2.0,0.0,22:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-04,1.0,0.0,22:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,107.0,0.0,07:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,539.0,0.0,08:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,539.0,0.0,08:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,1.0,0.0,10:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,593.0,0.0,12:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,596.0,0.0,13:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,642.0,0.0,13:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,649.0,0.0,14:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,204.0,0.0,14:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,154.0,0.0,15:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,198.0,0.0,15:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,178.0,0.0,16:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,163.0,0.0,16:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,126.0,0.0,17:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,124.0,0.0,17:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,93.0,0.0,18:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,46.0,0.0,18:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,36.0,0.0,19:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,36.0,0.0,19:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,41.0,0.0,20:00:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,27.0,0.0,20:30:00.0000000
5160.0,12671.0,5300108.0,2023-12-05,209.0,0.0,21:00:00.0000000
